num_res,num_rot,alpha,p,shots,mean_iter,mean_shots,num_qubits
6,4,0.2,1,40,15.0,600.0,24
6,4,0.2,1,45,8.0,360.0,24
6,4,0.2,2,35,19.0,665.0,24
6,4,0.2,2,45,14.0,630.0,24
6,4,0.2,3,20,38.0,760.0,24
6,4,0.2,3,30,59.0,1770.0,24
6,4,0.2,3,35,11.0,385.0,24
6,4,0.2,3,40,48.0,1920.0,24
6,4,0.2,3,45,13.0,585.0,24
6,4,0.2,3,50,25.0,1250.0,24
6,4,0.2,4,20,55.0,1100.0,24
6,4,0.2,4,25,43.0,1075.0,24
6,4,0.2,4,30,57.0,1710.0,24
6,4,0.2,4,40,18.0,720.0,24
6,4,0.2,4,45,18.0,810.0,24
6,4,0.2,5,15,49.0,735.0,24
6,4,0.2,5,20,47.0,940.0,24
6,4,0.2,5,30,53.0,1590.0,24
6,4,0.2,5,35,25.0,875.0,24
6,4,0.2,5,40,84.0,3360.0,24
6,4,0.2,5,45,3.0,135.0,24
6,4,0.2,5,50,21.0,1050.0,24
6,4,0.2,6,25,31.0,775.0,24
6,4,0.2,6,30,24.0,720.0,24
6,4,0.2,6,35,34.0,1190.0,24
6,4,0.2,6,40,38.0,1520.0,24
6,4,0.2,6,50,16.0,800.0,24
6,4,0.2,7,20,108.0,2160.0,24
6,4,0.2,7,25,24.0,600.0,24
6,4,0.2,7,30,20.0,600.0,24
6,4,0.2,7,35,45.0,1575.0,24
6,4,0.2,7,40,43.0,1720.0,24
6,4,0.2,7,45,25.0,1125.0,24
6,4,0.2,7,50,7.0,350.0,24
7,3,0.2,1,15,23.0,345.0,21
7,3,0.2,1,20,15.0,300.0,21
7,3,0.2,1,30,4.0,120.0,21
7,3,0.2,1,40,4.0,160.0,21
7,3,0.2,1,45,11.0,495.0,21
7,3,0.2,1,50,11.0,550.0,21
7,3,0.2,2,20,16.0,320.0,21
7,3,0.2,2,25,4.0,100.0,21
7,3,0.2,2,30,10.0,300.0,21
7,3,0.2,2,35,15.0,525.0,21
7,3,0.2,2,40,1.0,40.0,21
7,3,0.2,2,45,14.0,630.0,21
7,3,0.2,3,20,18.0,360.0,21
7,3,0.2,3,25,35.0,875.0,21
7,3,0.2,3,30,13.0,390.0,21
7,3,0.2,3,35,5.0,175.0,21
7,3,0.2,3,40,37.0,1480.0,21
7,3,0.2,3,45,5.0,225.0,21
7,3,0.2,3,50,49.0,2450.0,21
7,3,0.2,4,15,25.0,375.0,21
7,3,0.2,4,20,28.0,560.0,21
7,3,0.2,4,25,18.0,450.0,21
7,3,0.2,4,35,26.0,910.0,21
7,3,0.2,4,40,35.0,1400.0,21
7,3,0.2,4,45,8.0,360.0,21
7,3,0.2,4,50,3.0,150.0,21
7,3,0.2,5,15,17.0,255.0,21
7,3,0.2,5,20,22.0,440.0,21
7,3,0.2,5,25,3.0,75.0,21
7,3,0.2,5,30,14.0,420.0,21
7,3,0.2,5,35,3.0,105.0,21
7,3,0.2,5,40,3.0,120.0,21
7,3,0.2,5,45,10.0,450.0,21
7,3,0.2,5,50,7.0,350.0,21
7,3,0.2,6,15,3.0,45.0,21
7,3,0.2,6,20,3.0,60.0,21
7,3,0.2,6,25,3.0,75.0,21
7,3,0.2,6,30,12.0,360.0,21
7,3,0.2,6,35,3.0,105.0,21
7,3,0.2,6,40,3.0,120.0,21
7,3,0.2,6,45,3.0,135.0,21
7,3,0.2,6,50,3.0,150.0,21
7,3,0.2,7,15,17.0,255.0,21
7,3,0.2,7,25,21.0,525.0,21
7,3,0.2,7,30,20.0,600.0,21
7,3,0.2,7,35,13.0,455.0,21
7,3,0.2,7,40,3.0,120.0,21
7,3,0.2,7,45,13.0,585.0,21
7,3,0.2,7,50,12.0,600.0,21
7,4,0.2,1,40,27.0,1080.0,28
2,2,0.05,1,10,4.0,40.0,4
2,2,0.05,1,50,1.0,50.0,4
2,2,0.05,1,100,1.0,100.0,4
2,2,0.05,1,500,1.0,500.0,4
2,2,0.05,2,10,2.0,20.0,4
2,2,0.05,2,50,1.0,50.0,4
2,2,0.05,2,100,1.0,100.0,4
2,2,0.05,2,500,1.0,500.0,4
2,2,0.1,1,10,4.0,40.0,4
2,2,0.1,1,50,1.0,50.0,4
2,2,0.1,1,100,1.0,100.0,4
2,2,0.1,1,500,1.0,500.0,4
2,2,0.1,2,10,2.0,20.0,4
2,2,0.1,2,50,1.0,50.0,4
2,2,0.1,2,100,1.0,100.0,4
2,2,0.1,2,500,1.0,500.0,4
2,2,0.25,1,10,4.0,40.0,4
2,2,0.25,1,50,1.0,50.0,4
2,2,0.25,1,100,1.0,100.0,4
2,2,0.25,1,500,1.0,500.0,4
2,2,0.25,2,10,2.0,20.0,4
2,2,0.25,2,50,1.0,50.0,4
2,2,0.25,2,100,1.0,100.0,4
2,2,0.25,2,500,1.0,500.0,4
2,2,0.5,1,10,4.0,40.0,4
2,2,0.5,1,50,1.0,50.0,4
2,2,0.5,1,100,1.0,100.0,4
2,2,0.5,1,500,1.0,500.0,4
2,2,0.5,2,10,2.0,20.0,4
2,2,0.5,2,50,1.0,50.0,4
2,2,0.5,2,100,1.0,100.0,4
2,2,0.5,2,500,1.0,500.0,4
2,2,1.0,1,10,4.0,40.0,4
2,2,1.0,1,50,1.0,50.0,4
2,2,1.0,1,100,1.0,100.0,4
2,2,1.0,1,500,1.0,500.0,4
2,2,1.0,2,10,2.0,20.0,4
2,2,1.0,2,50,1.0,50.0,4
2,2,1.0,2,100,1.0,100.0,4
2,2,1.0,2,500,1.0,500.0,4
2,3,0.05,1,10,5.0,50.0,6
2,3,0.05,1,50,1.0,50.0,6
2,3,0.05,1,100,1.0,100.0,6
2,3,0.05,1,500,1.0,500.0,6
2,3,0.05,2,10,2.0,20.0,6
2,3,0.05,2,50,2.0,100.0,6
2,3,0.05,2,100,2.0,200.0,6
2,3,0.05,2,500,2.0,1000.0,6
2,3,0.1,1,10,5.0,50.0,6
2,3,0.1,1,50,1.0,50.0,6
2,3,0.1,1,100,1.0,100.0,6
2,3,0.1,1,500,1.0,500.0,6
2,3,0.1,2,10,2.0,20.0,6
2,3,0.1,2,50,2.0,100.0,6
2,3,0.1,2,100,2.0,200.0,6
2,3,0.1,2,500,2.0,1000.0,6
2,3,0.25,1,10,5.0,50.0,6
2,3,0.25,1,50,1.0,50.0,6
2,3,0.25,1,100,1.0,100.0,6
2,3,0.25,1,500,1.0,500.0,6
2,3,0.25,2,10,2.0,20.0,6
2,3,0.25,2,50,2.0,100.0,6
2,3,0.25,2,100,2.0,200.0,6
2,3,0.25,2,500,2.0,1000.0,6
2,3,0.5,1,10,5.0,50.0,6
2,3,0.5,1,50,1.0,50.0,6
2,3,0.5,1,100,1.0,100.0,6
2,3,0.5,1,500,1.0,500.0,6
2,3,0.5,2,10,2.0,20.0,6
2,3,0.5,2,50,2.0,100.0,6
2,3,0.5,2,100,2.0,200.0,6
2,3,0.5,2,500,2.0,1000.0,6
2,3,1.0,1,10,5.0,50.0,6
2,3,1.0,1,50,1.0,50.0,6
2,3,1.0,1,100,1.0,100.0,6
2,3,1.0,1,500,1.0,500.0,6
2,3,1.0,2,10,2.0,20.0,6
2,3,1.0,2,50,2.0,100.0,6
2,3,1.0,2,100,2.0,200.0,6
2,3,1.0,2,500,2.0,1000.0,6
3,2,0.05,1,10,1.0,10.0,6
3,2,0.05,1,50,1.0,50.0,6
3,2,0.05,1,100,1.0,100.0,6
3,2,0.05,1,500,1.0,500.0,6
3,2,0.05,2,10,2.0,20.0,6
3,2,0.05,2,50,2.0,100.0,6
3,2,0.05,2,100,2.0,200.0,6
3,2,0.05,2,500,1.0,500.0,6
3,2,0.1,1,10,1.0,10.0,6
3,2,0.1,1,50,1.0,50.0,6
3,2,0.1,1,100,1.0,100.0,6
3,2,0.1,1,500,1.0,500.0,6
3,2,0.1,2,10,2.0,20.0,6
3,2,0.1,2,50,2.0,100.0,6
3,2,0.1,2,100,2.0,200.0,6
3,2,0.1,2,500,1.0,500.0,6
3,2,0.25,1,10,1.0,10.0,6
3,2,0.25,1,50,1.0,50.0,6
3,2,0.25,1,100,1.0,100.0,6
3,2,0.25,1,500,1.0,500.0,6
3,2,0.25,2,10,2.0,20.0,6
3,2,0.25,2,50,2.0,100.0,6
3,2,0.25,2,100,2.0,200.0,6
3,2,0.25,2,500,1.0,500.0,6
3,2,0.5,1,10,1.0,10.0,6
3,2,0.5,1,50,1.0,50.0,6
3,2,0.5,1,100,1.0,100.0,6
3,2,0.5,1,500,1.0,500.0,6
3,2,0.5,2,10,2.0,20.0,6
3,2,0.5,2,50,2.0,100.0,6
3,2,0.5,2,100,2.0,200.0,6
3,2,0.5,2,500,1.0,500.0,6
3,2,1.0,1,10,1.0,10.0,6
3,2,1.0,1,50,1.0,50.0,6
3,2,1.0,1,100,1.0,100.0,6
3,2,1.0,1,500,1.0,500.0,6
3,2,1.0,2,10,2.0,20.0,6
3,2,1.0,2,50,2.0,100.0,6
3,2,1.0,2,100,2.0,200.0,6
3,2,1.0,2,500,1.0,500.0,6
3,3,0.05,1,10,2.0,20.0,9
3,3,0.05,1,50,2.0,100.0,9
3,3,0.05,1,100,2.0,200.0,9
3,3,0.05,1,500,1.0,500.0,9
3,3,0.05,2,10,1.0,10.0,9
3,3,0.05,2,50,1.0,50.0,9
3,3,0.05,2,100,1.0,100.0,9
3,3,0.05,2,500,1.0,500.0,9
3,3,0.1,1,10,2.0,20.0,9
3,3,0.1,1,50,2.0,100.0,9
3,3,0.1,1,100,2.0,200.0,9
3,3,0.1,1,500,1.0,500.0,9
3,3,0.1,2,10,1.0,10.0,9
3,3,0.1,2,50,1.0,50.0,9
3,3,0.1,2,100,1.0,100.0,9
3,3,0.1,2,500,1.0,500.0,9
3,3,0.25,1,10,2.0,20.0,9
3,3,0.25,1,50,2.0,100.0,9
3,3,0.25,1,100,2.0,200.0,9
3,3,0.25,1,500,1.0,500.0,9
3,3,0.25,2,10,1.0,10.0,9
3,3,0.25,2,50,1.0,50.0,9
3,3,0.25,2,100,1.0,100.0,9
3,3,0.25,2,500,1.0,500.0,9
3,3,0.5,1,10,2.0,20.0,9
3,3,0.5,1,50,2.0,100.0,9
3,3,0.5,1,100,2.0,200.0,9
3,3,0.5,1,500,1.0,500.0,9
3,3,0.5,2,10,1.0,10.0,9
3,3,0.5,2,50,1.0,50.0,9
3,3,0.5,2,100,1.0,100.0,9
3,3,0.5,2,500,1.0,500.0,9
3,3,1.0,1,10,2.0,20.0,9
3,3,1.0,1,50,2.0,100.0,9
3,3,1.0,1,100,2.0,200.0,9
3,3,1.0,1,500,1.0,500.0,9
3,3,1.0,2,10,1.0,10.0,9
3,3,1.0,2,50,1.0,50.0,9
3,3,1.0,2,100,1.0,100.0,9
3,3,1.0,2,500,1.0,500.0,9
4,2,0.05,1,10,6.0,60.0,8
4,2,0.05,1,50,1.0,50.0,8
4,2,0.05,1,100,1.0,100.0,8
4,2,0.05,1,500,1.0,500.0,8
4,2,0.05,2,10,1.0,10.0,8
4,2,0.05,2,50,1.0,50.0,8
4,2,0.05,2,100,1.0,100.0,8
4,2,0.05,2,500,1.0,500.0,8
4,2,0.1,1,10,6.0,60.0,8
4,2,0.1,1,50,1.0,50.0,8
4,2,0.1,1,100,1.0,100.0,8
4,2,0.1,1,500,1.0,500.0,8
4,2,0.1,2,10,1.0,10.0,8
4,2,0.1,2,50,1.0,50.0,8
4,2,0.1,2,100,1.0,100.0,8
4,2,0.1,2,500,1.0,500.0,8
4,2,0.25,1,10,6.0,60.0,8
4,2,0.25,1,50,1.0,50.0,8
4,2,0.25,1,100,1.0,100.0,8
4,2,0.25,1,500,1.0,500.0,8
4,2,0.25,2,10,1.0,10.0,8
4,2,0.25,2,50,1.0,50.0,8
4,2,0.25,2,100,1.0,100.0,8
4,2,0.25,2,500,1.0,500.0,8
4,2,0.5,1,10,6.0,60.0,8
4,2,0.5,1,50,1.0,50.0,8
4,2,0.5,1,100,1.0,100.0,8
4,2,0.5,1,500,1.0,500.0,8
4,2,0.5,2,10,1.0,10.0,8
4,2,0.5,2,50,1.0,50.0,8
4,2,0.5,2,100,1.0,100.0,8
4,2,0.5,2,500,1.0,500.0,8
4,2,1.0,1,10,6.0,60.0,8
4,2,1.0,1,50,1.0,50.0,8
4,2,1.0,1,100,1.0,100.0,8
4,2,1.0,1,500,1.0,500.0,8
4,2,1.0,2,10,1.0,10.0,8
4,2,1.0,2,50,1.0,50.0,8
4,2,1.0,2,100,1.0,100.0,8
4,2,1.0,2,500,1.0,500.0,8
4,3,0.05,1,10,1.0,10.0,12
4,3,0.05,1,50,1.0,50.0,12
4,3,0.05,1,100,2.0,200.0,12
4,3,0.05,1,500,1.0,500.0,12
4,3,0.05,2,10,7.0,70.0,12
4,3,0.05,2,100,15.0,1500.0,12
4,3,0.05,2,500,1.0,500.0,12
4,3,0.1,1,10,1.0,10.0,12
4,3,0.1,1,50,1.0,50.0,12
4,3,0.1,1,100,2.0,200.0,12
4,3,0.1,1,500,1.0,500.0,12
4,3,0.1,2,10,7.0,70.0,12
4,3,0.1,2,100,9.0,900.0,12
4,3,0.1,2,500,1.0,500.0,12
4,3,0.25,1,10,1.0,10.0,12
4,3,0.25,1,50,1.0,50.0,12
4,3,0.25,1,100,2.0,200.0,12
4,3,0.25,1,500,1.0,500.0,12
4,3,0.25,2,100,12.0,1200.0,12
4,3,0.25,2,500,1.0,500.0,12
4,3,0.5,1,10,1.0,10.0,12
4,3,0.5,1,50,1.0,50.0,12
4,3,0.5,1,100,2.0,200.0,12
4,3,0.5,1,500,1.0,500.0,12
4,3,0.5,2,10,13.0,130.0,12
4,3,0.5,2,50,19.0,950.0,12
4,3,0.5,2,100,7.0,700.0,12
4,3,0.5,2,500,1.0,500.0,12
4,3,1.0,1,10,1.0,10.0,12
4,3,1.0,1,50,1.0,50.0,12
4,3,1.0,1,100,2.0,200.0,12
4,3,1.0,1,500,1.0,500.0,12
4,3,1.0,2,10,6.0,60.0,12
4,3,1.0,2,50,15.0,750.0,12
4,3,1.0,2,100,10.0,1000.0,12
4,3,1.0,2,500,1.0,500.0,12
5,2,0.05,1,50,5.0,250.0,10
5,2,0.05,1,500,1.0,500.0,10
5,2,0.05,2,10,1.0,10.0,10
5,2,0.05,2,50,1.0,50.0,10
5,2,0.05,2,100,1.0,100.0,10
5,2,0.05,2,500,1.0,500.0,10
5,2,0.1,1,50,5.0,250.0,10
5,2,0.1,1,100,7.0,700.0,10
5,2,0.1,1,500,1.0,500.0,10
5,2,0.1,2,10,1.0,10.0,10
5,2,0.1,2,50,1.0,50.0,10
5,2,0.1,2,100,1.0,100.0,10
5,2,0.1,2,500,1.0,500.0,10
5,2,0.25,1,50,7.0,350.0,10
5,2,0.25,1,100,7.0,700.0,10
5,2,0.25,1,500,1.0,500.0,10
5,2,0.25,2,10,1.0,10.0,10
5,2,0.25,2,50,1.0,50.0,10
5,2,0.25,2,100,1.0,100.0,10
5,2,0.25,2,500,1.0,500.0,10
5,2,0.5,1,50,9.0,450.0,10
5,2,0.5,1,500,1.0,500.0,10
5,2,0.5,2,10,1.0,10.0,10
5,2,0.5,2,50,1.0,50.0,10
5,2,0.5,2,100,1.0,100.0,10
5,2,0.5,2,500,1.0,500.0,10
5,2,1.0,1,500,1.0,500.0,10
5,2,1.0,2,10,1.0,10.0,10
5,2,1.0,2,50,1.0,50.0,10
5,2,1.0,2,100,1.0,100.0,10
5,2,1.0,2,500,1.0,500.0,10
5,3,0.05,1,50,8.0,400.0,15
5,3,0.05,1,100,8.0,800.0,15
5,3,0.05,1,500,1.0,500.0,15
5,3,0.05,2,50,2.0,100.0,15
5,3,0.05,2,100,2.0,200.0,15
5,3,0.05,2,500,2.0,1000.0,15
5,3,0.1,1,50,8.0,400.0,15
5,3,0.1,1,100,8.0,800.0,15
5,3,0.1,1,500,1.0,500.0,15
5,3,0.1,2,50,2.0,100.0,15
5,3,0.1,2,100,2.0,200.0,15
5,3,0.1,2,500,2.0,1000.0,15
5,3,0.25,1,10,15.0,150.0,15
5,3,0.25,1,50,8.0,400.0,15
5,3,0.25,1,100,8.0,800.0,15
5,3,0.25,1,500,1.0,500.0,15
5,3,0.25,2,10,12.0,120.0,15
5,3,0.25,2,50,2.0,100.0,15
5,3,0.25,2,100,2.0,200.0,15
5,3,0.25,2,500,2.0,1000.0,15
5,3,0.5,1,50,8.0,400.0,15
5,3,0.5,1,100,8.0,800.0,15
5,3,0.5,1,500,1.0,500.0,15
5,3,0.5,2,50,2.0,100.0,15
5,3,0.5,2,100,2.0,200.0,15
5,3,0.5,2,500,2.0,1000.0,15
5,3,1.0,1,50,8.0,400.0,15
5,3,1.0,1,100,8.0,800.0,15
5,3,1.0,1,500,1.0,500.0,15
5,3,1.0,2,50,2.0,100.0,15
5,3,1.0,2,100,2.0,200.0,15
5,3,1.0,2,500,2.0,1000.0,15
6,2,0.05,1,10,14.0,140.0,12
6,2,0.05,1,50,2.0,100.0,12
6,2,0.05,1,100,2.0,200.0,12
6,2,0.05,1,500,1.0,500.0,12
6,2,0.05,2,10,6.0,60.0,12
6,2,0.05,2,50,9.0,450.0,12
6,2,0.05,2,500,5.0,2500.0,12
6,2,0.1,1,10,14.0,140.0,12
6,2,0.1,1,50,2.0,100.0,12
6,2,0.1,1,100,2.0,200.0,12
6,2,0.1,1,500,1.0,500.0,12
6,2,0.1,2,10,6.0,60.0,12
6,2,0.1,2,50,11.0,550.0,12
6,2,0.1,2,100,7.0,700.0,12
6,2,0.1,2,500,5.0,2500.0,12
6,2,0.25,1,10,14.0,140.0,12
6,2,0.25,1,50,2.0,100.0,12
6,2,0.25,1,100,2.0,200.0,12
6,2,0.25,1,500,1.0,500.0,12
6,2,0.25,2,10,14.0,140.0,12
6,2,0.25,2,50,6.0,300.0,12
6,2,0.25,2,100,10.0,1000.0,12
6,2,0.25,2,500,5.0,2500.0,12
6,2,0.5,1,10,16.0,160.0,12
6,2,0.5,1,50,2.0,100.0,12
6,2,0.5,1,100,2.0,200.0,12
6,2,0.5,1,500,1.0,500.0,12
6,2,0.5,2,50,6.0,300.0,12
6,2,0.5,2,500,5.0,2500.0,12
6,2,1.0,1,10,16.0,160.0,12
6,2,1.0,1,50,2.0,100.0,12
6,2,1.0,1,100,2.0,200.0,12
6,2,1.0,1,500,1.0,500.0,12
6,2,1.0,2,10,7.0,70.0,12
6,2,1.0,2,50,9.0,450.0,12
6,2,1.0,2,100,8.0,800.0,12
6,2,1.0,2,500,5.0,2500.0,12
6,3,0.05,1,500,6.0,3000.0,18
6,3,0.05,2,50,8.0,400.0,18
6,3,0.05,2,100,8.0,800.0,18
6,3,0.05,2,500,10.0,5000.0,18
6,3,0.1,1,100,14.0,1400.0,18
6,3,0.1,1,500,6.0,3000.0,18
6,3,0.1,2,100,12.0,1200.0,18
6,3,0.1,2,500,6.0,3000.0,18
6,3,0.25,1,50,10.0,500.0,18
6,3,0.25,1,100,15.0,1500.0,18
6,3,0.25,1,500,5.0,2500.0,18
6,3,0.25,2,100,12.0,1200.0,18
6,3,0.25,2,500,7.0,3500.0,18
6,3,0.5,1,500,5.0,2500.0,18
6,3,0.5,2,10,7.0,70.0,18
6,3,0.5,2,50,20.0,1000.0,18
6,3,0.5,2,100,10.0,1000.0,18
6,3,0.5,2,500,6.0,3000.0,18
6,3,1.0,1,10,14.0,140.0,18
6,3,1.0,1,500,6.0,3000.0,18
6,3,1.0,2,50,12.0,600.0,18
6,3,1.0,2,100,11.0,1100.0,18
6,3,1.0,2,500,6.0,3000.0,18
7,2,0.05,1,50,2.0,100.0,14
7,2,0.05,1,100,2.0,200.0,14
7,2,0.05,1,500,1.0,500.0,14
7,2,0.05,2,10,12.0,120.0,14
7,2,0.05,2,50,9.0,450.0,14
7,2,0.05,2,100,8.0,800.0,14
7,2,0.05,2,500,1.0,500.0,14
7,2,0.1,1,50,2.0,100.0,14
7,2,0.1,1,100,2.0,200.0,14
7,2,0.1,1,500,1.0,500.0,14
7,2,0.1,2,10,12.0,120.0,14
7,2,0.1,2,50,10.0,500.0,14
7,2,0.1,2,100,5.0,500.0,14
7,2,0.1,2,500,1.0,500.0,14
7,2,0.25,1,50,2.0,100.0,14
7,2,0.25,1,100,2.0,200.0,14
7,2,0.25,1,500,1.0,500.0,14
7,2,0.25,2,10,14.0,140.0,14
7,2,0.25,2,50,12.0,600.0,14
7,2,0.25,2,100,5.0,500.0,14
7,2,0.25,2,500,1.0,500.0,14
7,2,0.5,1,50,2.0,100.0,14
7,2,0.5,1,100,2.0,200.0,14
7,2,0.5,1,500,1.0,500.0,14
7,2,0.5,2,10,9.0,90.0,14
7,2,0.5,2,50,5.0,250.0,14
7,2,0.5,2,100,5.0,500.0,14
7,2,0.5,2,500,1.0,500.0,14
7,2,1.0,1,10,25.0,250.0,14
7,2,1.0,1,50,2.0,100.0,14
7,2,1.0,1,100,2.0,200.0,14
7,2,1.0,1,500,1.0,500.0,14
7,2,1.0,2,50,5.0,250.0,14
7,2,1.0,2,100,5.0,500.0,14
7,2,1.0,2,500,1.0,500.0,14
7,3,0.05,2,500,21.0,10500.0,21
7,3,0.1,1,500,22.0,11000.0,21
7,3,0.1,2,50,28.0,1400.0,21
7,3,0.1,2,100,9.0,900.0,21
7,3,0.1,2,500,11.0,5500.0,21
7,3,0.25,1,500,8.0,4000.0,21
7,3,0.25,2,500,12.0,6000.0,21
7,3,0.5,1,500,8.0,4000.0,21
7,3,0.5,2,100,13.0,1300.0,21
7,3,0.5,2,500,16.0,8000.0,21
7,3,1.0,1,100,11.0,1100.0,21
7,3,1.0,1,500,11.0,5500.0,21
7,3,1.0,2,50,26.0,1300.0,21
7,3,1.0,2,100,15.0,1500.0,21
7,3,1.0,2,500,15.0,7500.0,21
8,2,0.05,1,50,15.0,750.0,16
8,2,0.05,1,500,2.0,1000.0,16
8,2,0.05,2,500,7.0,3500.0,16
8,2,0.1,1,50,8.0,400.0,16
8,2,0.1,1,500,2.0,1000.0,16
8,2,0.1,2,50,6.0,300.0,16
8,2,0.1,2,100,7.0,700.0,16
8,2,0.1,2,500,6.0,3000.0,16
8,2,0.25,1,10,18.0,180.0,16
8,2,0.25,1,100,10.0,1000.0,16
8,2,0.25,1,500,2.0,1000.0,16
8,2,0.25,2,500,8.0,4000.0,16
8,2,0.5,1,10,15.0,150.0,16
8,2,0.5,1,50,8.0,400.0,16
8,2,0.5,1,100,8.0,800.0,16
8,2,0.5,1,500,2.0,1000.0,16
8,2,0.5,2,10,18.0,180.0,16
8,2,0.5,2,500,10.0,5000.0,16
8,2,1.0,1,10,17.0,170.0,16
8,2,1.0,1,500,2.0,1000.0,16
8,2,1.0,2,50,24.0,1200.0,16
8,2,1.0,2,100,10.0,1000.0,16
8,2,1.0,2,500,11.0,5500.0,16
8,3,0.05,2,500,1.0,500.0,24
8,3,0.1,2,500,1.0,500.0,24
8,3,0.25,2,500,1.0,500.0,24
8,3,0.5,1,500,26.0,13000.0,24
8,3,0.5,2,500,1.0,500.0,24
8,3,1.0,2,100,8.0,800.0,24
8,3,1.0,2,500,1.0,500.0,24
9,2,0.05,1,100,11.0,1100.0,18
9,2,0.05,2,10,30.0,300.0,18
9,2,0.05,2,500,8.0,4000.0,18
9,2,0.1,1,100,9.0,900.0,18
9,2,0.1,2,10,30.0,300.0,18
9,2,0.1,2,100,16.0,1600.0,18
9,2,0.1,2,500,8.0,4000.0,18
9,2,0.25,1,10,23.0,230.0,18
9,2,0.25,1,100,8.0,800.0,18
9,2,0.25,1,500,8.0,4000.0,18
9,2,0.25,2,500,10.0,5000.0,18
9,2,0.5,1,50,20.0,1000.0,18
9,2,0.5,1,100,8.0,800.0,18
9,2,0.5,1,500,8.0,4000.0,18
9,2,0.5,2,50,12.0,600.0,18
9,2,0.5,2,500,25.0,12500.0,18
9,2,1.0,2,100,8.0,800.0,18
9,2,1.0,2,500,35.0,17500.0,18
9,3,0.05,2,500,7.0,3500.0,27
9,3,0.1,2,500,15.0,7500.0,27
9,3,0.25,2,500,22.0,11000.0,27
9,3,0.5,2,100,9.0,900.0,27
9,3,0.5,2,500,13.0,6500.0,27
9,3,1.0,2,500,13.0,6500.0,27
6,4,0.2,3,45,8.0,360.0,24
6,4,0.2,3,50,8.0,400.0,24
6,4,0.2,4,35,12.0,420.0,24
6,4,0.2,4,40,71.0,2840.0,24
6,4,0.2,4,45,98.0,4410.0,24
6,4,0.2,4,50,84.0,4200.0,24
6,4,0.2,5,50,78.0,3900.0,24
6,4,0.2,6,45,5.0,225.0,24
6,4,0.2,7,40,33.0,1320.0,24
5,5,0.2,4,35,27.0,945.0,25
5,5,0.2,6,45,3.0,135.0,25
5,5,0.2,7,35,22.0,770.0,25
9,3,0.2,3,45,1.0,45.0,27
7,4,0.2,4,50,4.0,200.0,28
5,5,0.2,6,40,12.0,480.0,25
5,5,0.2,6,45,3.0,135.0,25
5,5,0.2,7,40,9.0,360.0,25
5,5,0.2,7,55,2.0,110.0,25
2,2,0.2,4,5,1.0,5.0,4
2,2,0.2,4,10,1.0,10.0,4
2,2,0.2,4,15,1.0,15.0,4
2,3,0.2,4,5,1.5,7.5,6
2,3,0.2,4,10,1.5,15.0,6
2,3,0.2,4,15,1.0,15.0,6
2,4,0.2,4,5,8.0,40.0,8
2,4,0.2,4,10,2.0,20.0,8
2,4,0.2,4,15,1.0,15.0,8
2,5,0.2,4,5,10.0,50.0,10
2,5,0.2,4,10,10.0,100.0,10
2,5,0.2,4,15,6.0,90.0,10
3,2,0.2,4,5,1.0,5.0,6
3,2,0.2,4,10,1.0,10.0,6
3,2,0.2,4,15,1.0,15.0,6
3,3,0.2,4,5,2.0,10.0,9
3,3,0.2,4,10,1.0,10.0,9
3,3,0.2,4,15,3.0,45.0,9
3,4,0.2,4,5,5.0,25.0,12
3,4,0.2,4,10,3.0,30.0,12
3,4,0.2,4,15,1.0,15.0,12
4,2,0.2,4,5,4.0,20.0,8
4,2,0.2,4,10,1.0,10.0,8
4,2,0.2,4,15,1.0,15.0,8
4,3,0.2,4,5,72.0,360.0,12
4,3,0.2,4,10,19.0,190.0,12
4,3,0.2,4,15,2.0,30.0,12
5,2,0.2,4,5,13.0,65.0,10
5,2,0.2,4,10,3.0,30.0,10
5,2,0.2,4,15,2.0,30.0,10
4,2,0.2,4,15,1.0,15.0,8
4,2,0.2,4,20,1.0,20.0,8
4,2,0.2,4,25,1.0,25.0,8
4,2,0.2,4,30,1.0,30.0,8
4,2,0.2,4,35,1.0,35.0,8
4,2,0.2,4,40,1.0,40.0,8
4,2,0.2,4,45,1.0,45.0,8
4,2,0.2,4,50,1.0,50.0,8
4,3,0.2,4,15,60.0,900.0,12
4,3,0.2,4,20,10.0,200.0,12
4,3,0.2,4,25,3.0,75.0,12
4,3,0.2,4,30,3.0,90.0,12
4,3,0.2,4,35,3.0,105.0,12
4,3,0.2,4,40,7.0,280.0,12
4,3,0.2,4,45,16.0,720.0,12
4,3,0.2,4,50,4.0,200.0,12
4,4,0.2,4,15,40.0,600.0,16
4,4,0.2,4,25,23.0,575.0,16
4,4,0.2,4,30,7.0,210.0,16
4,4,0.2,4,35,11.0,385.0,16
4,4,0.2,4,40,9.0,360.0,16
4,4,0.2,4,45,13.0,585.0,16
4,4,0.2,4,50,7.0,350.0,16
4,5,0.2,4,15,16.0,240.0,20
4,5,0.2,4,25,17.0,425.0,20
4,5,0.2,4,30,7.0,210.0,20
4,5,0.2,4,35,3.0,105.0,20
4,5,0.2,4,40,5.0,200.0,20
4,5,0.2,4,45,5.0,225.0,20
4,5,0.2,4,50,13.0,650.0,20
5,2,0.2,4,15,2.0,30.0,10
5,2,0.2,4,20,2.0,40.0,10
5,2,0.2,4,25,1.0,25.0,10
5,2,0.2,4,30,2.0,60.0,10
5,2,0.2,4,35,2.0,70.0,10
